episode,reward
0,0.03333333507180214
10,0.3333333432674408
20,0.5
30,0.2916666567325592
40,0.125
50,0.37037035822868347
60,-0.43478259444236755
70,0.2380952388048172
80,0.4333333373069763
90,0.14814814925193787
100,0.2857142984867096
110,0.2857142984867096
120,0.3636363744735718
130,0.5600000023841858
140,0.3333333432674408
150,0.2800000011920929
160,-0.13333334028720856
170,0.20000000298023224
180,0.2916666567325592
190,0.0833333358168602
200,0.20000000298023224
210,0.1599999964237213
220,0.21739129722118378
230,0.15789473056793213
240,0.07407407462596893
250,0.5
260,0.2222222238779068
270,0.5517241358757019
280,0.25
290,0.3333333432674408
300,-0.05263157933950424
310,0.2380952388048172
320,0.2916666567325592
330,0.4000000059604645
340,0.3636363744735718
350,-0.1875
360,0.5199999809265137
370,0.380952388048172
380,0.3076923191547394
390,0.25
400,0.4761904776096344
410,0.6153846383094788
420,0.5652173757553101
430,0.260869562625885
440,0.31578946113586426
450,0.3333333432674408
460,0.36000001430511475
470,0.1538461595773697
480,0.52173912525177
490,0.4399999976158142
500,0.3181818127632141
510,0.47826087474823
520,0.260869562625885
530,0.3636363744735718
540,0.6666666865348816
550,0.550000011920929
560,0.7142857313156128
570,0.7037037014961243
580,0.47826087474823
590,0.523809552192688
600,0.523809552192688
610,0.3181818127632141
620,0.6296296119689941
630,0.5263158082962036
640,0.44999998807907104
650,0.7083333134651184
660,0.40909090638160706
670,0.5
680,0.5199999809265137
690,0.523809552192688
700,0.6153846383094788
710,0.5454545617103577
720,0.7857142686843872
730,0.1666666716337204
740,0.6000000238418579
750,0.4444444477558136
760,0.6190476417541504
770,0.5714285969734192
780,0.7307692170143127
790,0.695652186870575
800,0.6666666865348816
810,0.6521739363670349
820,0.7307692170143127
830,0.5909090638160706
840,0.5263158082962036
850,0.52173912525177
860,0.095238097012043
870,0.47826087474823
880,0.7083333134651184
890,0.7307692170143127
900,0.625
910,0.42307692766189575
920,0.807692289352417
930,0.5454545617103577
940,0.44999998807907104
950,0.27272728085517883
960,0.5
970,0.5
980,0.692307710647583
990,0.5769230723381042
1000,0.7692307829856873
1010,0.5833333134651184
1020,0.6800000071525574
1030,0.5652173757553101
1040,0.5199999809265137
1050,0.2857142984867096
1060,0.75
1070,0.5
1080,0.3913043439388275
1090,0.6800000071525574
1100,0.42307692766189575
1110,0.7096773982048035
1120,0.4583333432674408
1130,0.699999988079071
1140,0.7916666865348816
1150,0.3333333432674408
1160,0.5555555820465088
1170,0.5600000023841858
1180,0.3499999940395355
1190,0.47999998927116394
1200,0.6296296119689941
1210,0.7083333134651184
1220,0.739130437374115
1230,0.7272727489471436
1240,0.42307692766189575
1250,0.7272727489471436
1260,0.6086956262588501
1270,0.6190476417541504
1280,0.7916666865348816
1290,0.4000000059604645
1300,0.695652186870575
1310,0.3888888955116272
1320,0.3181818127632141
1330,0.6399999856948853
1340,0.7083333134651184
1350,0.4399999976158142
1360,0.4583333432674408
1370,0.6399999856948853
1380,0.800000011920929
1390,0.3913043439388275
1400,0.3888888955116272
1410,0.6538461446762085
1420,0.0
1430,0.30434781312942505
1440,0.5925925970077515
1450,0.6153846383094788
1460,0.6666666865348816
1470,0.5416666865348816
1480,0.5555555820465088
1490,0.6538461446762085
1500,0.42307692766189575
1510,0.4761904776096344
1520,0.5925925970077515
1530,0.3888888955116272
1540,0.29411765933036804
1550,0.2800000011920929
1560,0.6818181872367859
1570,0.4399999976158142
1580,0.5
1590,0.5714285969734192
1600,0.6666666865348816
1610,0.6000000238418579
1620,0.6296296119689941
1630,0.9642857313156128
1640,0.7200000286102295
1650,0.5925925970077515
1660,0.5
1670,0.550000011920929
1680,0.3076923191547394
1690,0.47826087474823
1700,0.7307692170143127
1710,0.5416666865348816
1720,0.8148148059844971
1730,0.7200000286102295
1740,0.6000000238418579
1750,0.6521739363670349
1760,0.739130437374115
1770,0.6399999856948853
1780,0.6521739363670349
1790,0.5909090638160706
1800,0.5652173757553101
1810,0.7916666865348816
1820,0.7083333134651184
1830,0.8518518805503845
1840,0.800000011920929
1850,0.5909090638160706
1860,0.6428571343421936
1870,0.5714285969734192
1880,0.5454545617103577
1890,0.4166666567325592
1900,0.7083333134651184
1910,0.7083333134651184
1920,0.7083333134651184
1930,0.4166666567325592
1940,0.3199999928474426
1950,0.6190476417541504
1960,0.5199999809265137
1970,0.6296296119689941
1980,0.7083333134651184
1990,0.4761904776096344
2000,0.6086956262588501
2010,0.8333333134651184
2020,0.25
2030,0.5416666865348816
2040,0.5833333134651184
2050,0.5714285969734192
2060,0.6521739363670349
2070,0.3333333432674408
2080,0.6153846383094788
2090,0.5199999809265137
2100,0.43478259444236755
